,Unnamed: 0,Name,URL,Zone,Difficulty,Rating,Reviews,Elevation_gain_m,Traffic,Activities,Attractions,Suitabilities,Backpacking,Birdwatching,Camping,Fishing,Hiking,Horsebackriding,Mountainbiking,Naturetrips,Paddlesports,Roadbiking,Rockclimbing,Running,Skiing,Snowshoeing,Walking,Beach,Cave,Citywalk,Forest,Historicsite,Hotsprings,Lake,Railstrails,River,Views,Waterfall,Wildlife,Dogfriendly,Kidfriendly,Partiallypaved,Paved,Strollerfriendly,Wheelchairfriendly
188,0,Mount Hoffman Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-hoffman-trail?ref=result-card,Sheep River Provincial Park,moderate,4.5,530,1046.99,lightly,"Backpacking, Camping, Hiking","Forest, Views, Wildlife",Dog friendly,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
189,1,Junction Creek to Junction Falls,https://www.alltrails.com/explore/trail/canada/alberta/junction-creek-to-junction-falls?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,4.5,247,239.88,moderately,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
190,2,Dyson Falls via Sheep Trail and Green Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/dyson-falls-via-sheep-trail-and-green-mountain-trail?ref=result-card,Sheep River Provincial Park,easy,4,250,7.92,moderately,"Mountain biking, Bird watching","Forest, Views",,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,3,Foran Grade Loop with Windy Point and Sheep Trail,https://www.alltrails.com/explore/trail/canada/alberta/foran-grade-loop-with-windy-point-and-sheep-trail?ref=result-card,Sheep River Provincial Park,moderate,4,184,467.87,NA,Mountain biking,"Forest, Views",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,4,Sheep River Falls,https://www.alltrails.com/explore/trail/canada/alberta/sheep-river-falls?ref=result-card,"Kananaskis Improvement, Alberta",easy,4,79,390.75,heavily,"Hiking, Mountain biking, Running","Forest, Views, Wildlife",,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
193,5,Missinglink Mountain ,https://www.alltrails.com/explore/trail/canada/alberta/missinglink-mountain?ref=result-card,Sheep River Provincial Park,moderate,4,88,800.71,NA,Hiking,"Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
194,6,High Noon Trail,https://www.alltrails.com/explore/trail/canada/alberta/high-noon-trail?ref=result-card,Kananaskis Country Public Land Use Zone,easy,4,112,110.95,moderately,Nature trips,"Forest, Views",,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195,7,Sheep River Trail,https://www.alltrails.com/explore/trail/canada/alberta/sheep-river-trail?ref=result-card,Sheep River Provincial Park,moderate,4,45,606.86,moderately,"Hiking, Walking","Forest, River, Views, Wildlife",Dog friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
196,8,Windy Point Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/windy-point-ridge-trail?ref=result-card,Sheep River Provincial Park,moderate,4,72,110.95,moderately,"Snowshoeing, Walking, Running","Forest, Views, Wildlife","Kid friendly, Stroller friendly, Partially paved",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
197,9,South Volcano Ridge,https://www.alltrails.com/explore/trail/canada/alberta/south-volcano-ridge?ref=result-card,Sheep River Provincial Park,moderate,4,52,1422.81,NA,Hiking,"Forest, Lake, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
198,10,Bluerock and Indian Oils Trails,https://www.alltrails.com/explore/trail/canada/alberta/bluerock-and-indian-oils-trails?ref=result-card,Sheep River Provincial Park,moderate,4,42,119.79,moderately,"Hiking, Mountain biking, Nature trips","Forest, River, Views",,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
199,11,Mount Burns Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-burns-trail?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4,35,796.75,lightly,"Hiking, Snowshoeing","Forest, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
200,12,Mount Ware,https://www.alltrails.com/explore/trail/canada/alberta/mount-ware?ref=result-card,Sheep River Provincial Park,moderate,4,47,2742.9,lightly,"Backpacking, Camping, Hiking, Mountain biking, Running","Lake, River, Wildlife",,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
201,13,Sandy McNabb Trail,https://www.alltrails.com/explore/trail/canada/alberta/sandy-mcnabb?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,64,66.75,heavily,"Hiking, Nature trips, Snowshoeing, Walking, Bird watching","Forest, River, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
202,14,Shunga La She Route,https://www.alltrails.com/explore/trail/canada/alberta/shunga-la-she-route?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,17,2017.78,NA,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
203,15,Volcano Ridge and Gorge Creek Loop,https://www.alltrails.com/explore/trail/canada/alberta/volcano-ridge-loop?ref=result-card,Sheep River Provincial Park,moderate,3.5,38,798.88,lightly,"Backpacking, Camping, Hiking, Nature trips","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
204,16,Long Prairie and Pine Ridge Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/long-prairie-and-pine-ridge-loop-trail?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,56,165.81,heavily,"Backpacking, Camping, Hiking","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
205,17,Bluerock Mountain,https://www.alltrails.com/explore/trail/canada/alberta/bluerock-mountain--3?ref=result-card,Sheep River Provincial Park,hard,4.5,19,826.92,NA,"Hiking, Nature trips",Views,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,18,Pine Ridge and Macabee Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/pine-ridge-and-macabee-loop-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,52,1007.97,NA,"Camping, Hiking, Nature trips","Forest, Lake, Views, Wildlife",,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
207,19,South Gorge Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/south-gorge-creek-trail?ref=result-card,Sheep River Provincial Park,moderate,4,14,901.9,lightly,"Backpacking, Hiking, Nature trips, Bird watching","Forest, Lake, Wildlife",,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
208,20,Bluerock Knob Trail,https://www.alltrails.com/explore/trail/canada/alberta/bluerock-knob-trail?ref=result-card,Sheep River Provincial Park,moderate,4,28,853.74,lightly,"Backpacking, Hiking","Forest, River, Views, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
209,21,"Volcano Ridge, Surveyor's Ridge and Ware Traverse Loop",https://www.alltrails.com/explore/trail/canada/alberta/volcano-ridge-surveyors-ridge-and-ware-traverse-loop?ref=result-card,Sheep River Provincial Park,hard,4,7,994.87,lightly,"Backpacking, Camping, Hiking","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
210,22,Prairie Pine Macabee Ridges and Long Prairie Loop,https://www.alltrails.com/explore/trail/canada/alberta/prairie-pine-macabee-ridges-long-prairie-loop-trails-jm?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,36,265.79,heavily,"Hiking, Running","Forest, River, Views, Wildlife",Dog friendly,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
211,23,High Noon to Gem Loop,https://www.alltrails.com/explore/trail/canada/alberta/highnoon-to-gem?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,42,743.71,heavily,Hiking,"Forest, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
212,24,Wolf Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/wolf-creek-trail?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,30,754.99,heavily,"Hiking, Nature trips, Walking","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
213,25,Junction Mountain Fire Lookout,https://www.alltrails.com/explore/trail/canada/alberta/junction-mountain-fire-lookout?ref=result-card,Sheep River Provincial Park,moderate,4,11,1737.97,heavily,Hiking,"Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
214,26,Foran Grade Trail to Windy Point Trail,https://www.alltrails.com/explore/trail/canada/alberta/foran-grade-trail-to-windy-point-trail?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,17,69.8,NA,"Hiking, Nature trips, Snowshoeing, Walking, Running","Forest, Lake, River, Views, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0
215,27,Death Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/death-valley-trail?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,32,1805.94,heavily,"Hiking, Nature trips","Forest, River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
216,28,Allsmoke Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/allsmoke-mountain-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,9,522.73,heavily,Hiking,"Forest, Lake, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
217,29,Volcano Ridge,https://www.alltrails.com/explore/trail/canada/alberta/volcano-ridge?ref=result-card,Sheep River Provincial Park,hard,4.5,18,350.82,heavily,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, River, Views, Wildlife",Partially paved,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
218,30,Carry and Muley Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/carry-and-muley-ridge-trail?ref=result-card,Bluerock Wildland Provincial Park,moderate,4,38,256.95,heavily,"Hiking, Nature trips, Bird watching","Forest, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
219,31,Volcano Ridge Route and Link Creek Loop,https://www.alltrails.com/explore/trail/canada/alberta/volcano-ridge-route-and-link-creek-loop?ref=result-card,Sheep River Provincial Park,moderate,4,16,304.8,heavily,"Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running","Forest, River, Views, Waterfall, Wildlife, Historic site",Partially paved,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0
220,32,Gorge Creek Loop,https://www.alltrails.com/explore/trail/canada/alberta/gorge-creek-loop?ref=result-card,Sheep River Provincial Park,hard,4,22,65.84,NA,"Hiking, Walking","River, Views, Waterfall",Kid friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
221,33,Coal Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/coal-creek-trail?ref=result-card,Bluerock Wildland Provincial Park,easy,4,27,266.7,moderately,"Hiking, Mountain biking, Nature trips, Snowshoeing, Running","Forest, River, Views, Waterfall, Wildlife","Kid friendly, Partially paved",0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0
222,34,Sheep Trail ,https://www.alltrails.com/explore/trail/canada/alberta/sheep-trail?ref=result-card,Sheep River Provincial Park,easy,4,5,1117.7,lightly,Hiking,"Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
223,35,Hoffman Humps via Mt Hoffman Trail,https://www.alltrails.com/explore/trail/canada/alberta/hoffman-humps-via-mt-hoffman-trail?ref=result-card,Sheep River Provincial Park,moderate,4.5,9,34.75,heavily,Hiking,"Forest, Views",Kid friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
224,36,Green Mountain and Spaulding Point Trail ,https://www.alltrails.com/explore/trail/canada/alberta/green-mountain-and-spaulding-point-trail?ref=result-card,Bluerock Wildland Provincial Park,hard,4,4,870.81,heavily,"Hiking, Mountain biking, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
225,37,Sandy McNabb Trail: Short Loop,https://www.alltrails.com/explore/trail/canada/alberta/sandy-mcnabb-trail-short-loop?ref=result-card,Bluerock Wildland Provincial Park,easy,3.5,23,231.95,moderately,"Hiking, Mountain biking, Nature trips, Road biking, Snowshoeing, Bird watching, Running","Forest, Views, Wildlife",,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
226,38,Gorge Creek/Ware Creek Connector Trail,https://www.alltrails.com/explore/trail/canada/alberta/gorge-creek-ware-creek-connector-trail?ref=result-card,Ware Creek Provincial Recreation Area,easy,3.5,12,1346.0,heavily,"Backpacking, Camping, Fishing, Hiking, Mountain biking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
227,39,Missinglink Mountain Back Trail,https://www.alltrails.com/explore/trail/canada/alberta/missing-link-mountain-back-trail?ref=result-card,Sheep River Provincial Park,hard,3.5,15,54.86,heavily,"Hiking, Mountain biking, Nature trips, Walking, Bird watching, Running","Forest, River, Views, Wildlife","Wheelchair friendly, Kid friendly, Stroller friendly, Dog friendly",0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1
228,40,Death Valley Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/death-valley-trail-loop?ref=result-card,"Kananaskis Improvement, Alberta",hard,3.5,18,235.92,moderately,"Hiking, Nature trips, Running","Forest, River, Views, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
229,41,Green Mountain via Sheep Trail,https://www.alltrails.com/explore/trail/canada/alberta/green-mountain-via-sheep-trail?ref=result-card,Sheep River Provincial Park,moderate,4.5,19,238.96,moderately,"Hiking, Mountain biking, Nature trips, Snowshoeing","Forest, Views, Wildlife",,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
230,42,Mount McNab,https://www.alltrails.com/explore/trail/canada/alberta/mount-mcnab?ref=result-card,Bluerock Wildland Provincial Park,moderate,3.5,14,518.77,moderately,"Hiking, Horseback riding, Mountain biking, Nature trips, Bird watching, Running","Forest, Views",Kid friendly,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
231,43,Mount Mcnabb Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-mcnabb-trail?ref=result-card,Sheep River Provincial Park,moderate,4,5,183.79,NA,"Hiking, Walking","Lake, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
232,44,Macabee Loop,https://www.alltrails.com/explore/trail/canada/alberta/macabee-loop?ref=result-card,"Kananaskis Improvement, Alberta",easy,3.5,9,906.78,moderately,"Hiking, Nature trips, Snowshoeing","Forest, Hot springs, Views, Wildlife, Historic site",,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
233,45,North Fork Trail to Death's Head Trail,https://www.alltrails.com/explore/trail/canada/alberta/north-fork-trail-to-deaths-head-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,3.5,6,34.75,heavily,"Hiking, Nature trips, Walking, Bird watching, Running","Forest, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
234,46,Mount Dyson,https://www.alltrails.com/explore/trail/canada/alberta/mount-dyson?ref=result-card,Bluerock Wildland Provincial Park,moderate,3.5,7,86.87,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
235,47,Tunnel of Fun Route,https://www.alltrails.com/explore/trail/canada/alberta/tunnel-of-fun-route?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,2,2,266.7,moderately,"Hiking, Mountain biking, Nature trips, Bird watching","Forest, River, Views, Wildlife",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
236,48,Junction Mountain Loop,https://www.alltrails.com/explore/trail/canada/alberta/junction-mountain-loop?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,5,4,869.9,moderately,"Hiking, Mountain biking, Nature trips, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
237,49,Junction Mountain to Pyriform Mountain Traverse,https://www.alltrails.com/explore/trail/canada/alberta/junction-mountain-to-pyriform-mountain-traverse?ref=result-card,Sheep River Provincial Park,hard,5,1,283.77,NA,"Hiking, Nature trips","River, Views, Waterfall",Partially paved,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
238,50,Channel Ridge,https://www.alltrails.com/explore/trail/canada/alberta/channel-ridge?ref=result-card,Sheep River Provincial Park,hard,4.5,3,1483.77,moderately,"Backpacking, Camping, Hiking, Running","Forest, River, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
239,0,Friendship Trail,https://www.alltrails.com/explore/trail/canada/alberta/friendship-trail?ref=result-card,"Black Diamond, Alberta",moderate,3.5,26,3046.78,moderately,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Views",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,1,Black Diamond Park Trail,https://www.alltrails.com/explore/trail/canada/alberta/black-diamond-park-trail?ref=result-card,"Black Diamond, Alberta",easy,4,7,1277.72,lightly,Hiking,"Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
241,0,Tent Ridge Horseshoe,https://www.alltrails.com/explore/trail/canada/alberta/tent-ridge-horseshoe?ref=result-card,Mount Shark Trailhead Provincial Recreation Area,hard,5,1240,152.7,moderately,"Hiking, Nature trips, Walking, Bird watching, Running","Forest, River, Views, Waterfall, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
242,1,Chester Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/chester-lake-trail?ref=result-card,Spray Valley Provincial Park,moderate,4.5,1089,415.75,moderately,"Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running","Forest, River, Views",,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
243,2,Rummel Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/rummel-lake-trail?ref=result-card,Spray Valley Provincial Park,moderate,4.5,636,754.99,moderately,"Backpacking, Camping, Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, River, Views, Wildlife",,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
244,3,Burstall Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/burstall-pass-trail?ref=result-card,Peter Lougheed Provincial Park,moderate,4.5,481,1725.78,lightly,"Hiking, Nature trips","River, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
245,4,Mount Smutwood,https://www.alltrails.com/explore/trail/canada/alberta/mount-smutwood?ref=result-card,Peter Lougheed Provincial Park,hard,4.5,359,78.94,lightly,"Hiking, Nature trips, Walking","Forest, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
246,5,Karst Spring Trail,https://www.alltrails.com/explore/trail/canada/alberta/karst-spring-trail?ref=result-card,Spray Valley Provincial Park,moderate,4.5,295,1001.88,lightly,Hiking,Views,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,6,Chester Lake and Elephant Rocks,https://www.alltrails.com/explore/trail/canada/alberta/chester-lake-and-elephant-rocks?ref=result-card,Peter Lougheed Provincial Park,moderate,4.5,165,4892.95,moderately,"Backpacking, Camping, Hiking, Nature trips","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
248,7,Headwall Lakes Trail,https://www.alltrails.com/explore/trail/canada/alberta/headwall-lakes-trail?ref=result-card,Peter Lougheed Provincial Park,moderate,4.5,110,251.76,NA,"Nature trips, Rock climbing",Views,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
249,8,Buller Pass,https://www.alltrails.com/explore/trail/canada/alberta/buller-pass?ref=result-card,Spray Valley Provincial Park,hard,4.5,127,985.72,moderately,"Hiking, Snowshoeing","Forest, River, Views, Wildlife, Historic site",,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
250,9,Hogarth Lakes Trail,https://www.alltrails.com/explore/trail/canada/alberta/hogarth-lakes-trail?ref=result-card,Peter Lougheed Provincial Park,easy,4.5,136,383.74,NA,Hiking,"Forest, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,10,Chester Lake Snowshoe Trail,https://www.alltrails.com/explore/trail/canada/alberta/chester-lake-snowshoe--2?ref=result-card,Peter Lougheed Provincial Park,moderate,4.5,226,3401.87,NA,"Backpacking, Hiking, Nature trips, Bird watching","Lake, Views",,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
252,11,"Niblet, Nublet, Nub Peak, Cerulean Lake, Sunburst Lake Loop",https://www.alltrails.com/explore/trail/canada/british-columbia/niblet-numblet-nub-peak-cerulean-lake-sunburst-lake-loop?ref=result-card,Mount Assiniboine Provincial Park,hard,5,19,88.7,moderately,"Hiking, Walking","Forest, Views, Waterfall, Wildlife",Kid friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
253,12,Burstall Lakes,https://www.alltrails.com/explore/trail/canada/alberta/burstall-lakes?ref=result-card,Spray Valley Provincial Park,moderate,4,100,1012.85,NA,"Hiking, Nature trips, Running","Lake, River, Views",,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
254,13,Marushka (Shark) Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/marushka-shark-lake-trail?ref=result-card,Spray Valley Provincial Park,easy,4,81,101.8,moderately,"Hiking, Horseback riding, Nature trips, Walking, Bird watching, Running","Forest, River, Views, Wildlife","Kid friendly, Partially paved",0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
255,14,Watridge Lake,https://www.alltrails.com/explore/trail/canada/alberta/watridge-lake?ref=result-card,Spray Valley Provincial Park,easy,4,77,1415.8,moderately,"Backpacking, Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
256,15,Sawmill Snowshoe Loop,https://www.alltrails.com/explore/trail/canada/alberta/sawmill-snowshoe-loop--2?ref=result-card,Spray Valley Provincial Park,moderate,4.5,93,2131.77,lightly,"Hiking, Mountain biking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
257,16,The Niblet and the Nublet from Mount Assiniboine Lodge,https://www.alltrails.com/explore/trail/canada/british-columbia/the-niblet-and-the-nublet-from-mount-assiniboine-lodge?ref=result-card,Mount Assiniboine Provincial Park,moderate,4.5,20,2067.76,lightly,"Backpacking, Camping, Hiking, Nature trips, Snowshoeing, Bird watching","Forest, Lake, River, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
